Clade	Lowest_taxonomic_level	Kingdom	Phylum	Class	Order	Family	Genus	Species
723	f__Peptostreptococcaceae	Family	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	NA	NA
724	g__Phascolarctobacterium	Genus	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	NA
725	c__Bacteroidia	Class	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA
726	s__Brachyspira_intermedia	Species	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Brachyspiraceae	Brachyspira	Brachyspira intermedia
727	s__Bordetella_bronchiseptica_parapertussis	Species	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica parapertussis
728	s__Streptococcus_anginosus	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus anginosus
729	g__Granulicatella	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	NA
730	s__Streptococcus_sp_HPH0090	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp HPH0090
731	s__Aeromonas_hydrophila	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila
732	s__Helicobacter_pullorum	Species	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pullorum
733	s__Bacillus_coagulans	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus coagulans
734	g__Shewanella	Genus	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	NA
735	s__Lautropia_mirabilis	Species	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	Lautropia mirabilis
736	s__Kosakonia_radicincitans	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Kosakonia	Kosakonia radicincitans
737	s__Enterobacteriaceae_bacterium_9_2_54FAA	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacteriaceae_noname	Enterobacteriaceae bacterium 9 2 54FAA
738	g__Yersinia	Genus	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	NA
739	s__Saccharomyces_cerevisiae	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae
740	s__Edwardsiella_ictaluri	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Edwardsiella	Edwardsiella ictaluri
741	s__Lactococcus_garvieae	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus garvieae
742	s__Clostridium_sp_BL8	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp BL8
743	s__Actinobacillus_minor	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus minor
744	s__Clostridiales_genomosp_BVAB3	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_noname	Clostridiales_noname	Clostridiales genomosp BVAB3
745	s__Brachyspira_hyodysenteriae	Species	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Brachyspiraceae	Brachyspira	Brachyspira hyodysenteriae
746	s__Brachyspira_innocens	Species	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Brachyspiraceae	Brachyspira	Brachyspira innocens
747	s__Marinobacter_manganoxydans	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter manganoxydans
748	s__Leptotrichia_hofstadii	Species	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia hofstadii
749	s__Beggiatoa_sp_SS	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Beggiatoa	Beggiatoa sp SS
750	s__Alloscardovia_omnicolens	Species	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Alloscardovia	Alloscardovia omnicolens
751	g__Actinobacillus	Genus	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	NA
752	s__Turicibacter_sanguinis	Species	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	Turicibacter sanguinis
753	s__Enterococcus_cecorum	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus cecorum
754	s__Coprobacter_fastidiosus	Species	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Coprobacter	Coprobacter fastidiosus
755	s__Butyrivibrio_sp_AD3002	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio sp AD3002
756	g__Listeria	Genus	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	NA
757	s__Prevotella_oralis	Species	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oralis
758	s__Pseudomonas_sp_GM84	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp GM84
759	g__Gordonibacter	Genus	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Gordonibacter	NA
760	s__Lactobacillus_pasteurii	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus pasteurii
761	s__Pseudomonas_stutzeri	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri
762	s__Ruminococcus_champanellensis	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus champanellensis
763	s__Brucella_sp_F5_06	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella sp F5 06
764	o__Aeromonadales	Order	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	NA	NA	NA
765	s__Prevotella_sp_F0091	Species	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp F0091
766	s__Geobacter_lovleyi	Species	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter lovleyi
767	g__Anaerostipes	Genus	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	NA
768	s__Actinomyces_sp_HPA0247	Species	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp HPA0247
769	s__Lactobacillus_acidophilus	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus
770	o__Spirochaetales	Order	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	NA	NA	NA
771	s__Porphyromonas_bennonis	Species	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas bennonis
772	s__Fusobacterium_gonidiaformans	Species	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium gonidiaformans
773	o__Neisseriales	Order	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	NA	NA	NA
774	s__Aeromicrobium_sp_JC14	Species	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Aeromicrobium	Aeromicrobium sp JC14
775	s__Weissella_paramesenteroides	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella paramesenteroides
776	g__Butyricimonas	Genus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas	NA
777	s__Citrobacter_youngae	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Citrobacter youngae
778	s__Treponema_denticola	Species	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema denticola
779	o__Campylobacterales	Order	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	NA	NA	NA
780	g__Enterocytozoon	Genus	Eukaryota	Microsporidia	Microsporidia_noname	Microsporidia_noname	Enterocytozoonidae	Enterocytozoon	NA
781	s__Citrobacter_sp_KTE151	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Citrobacter sp KTE151
782	s__Kingella_denitrificans	Species	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Kingella denitrificans
783	s__Carnobacterium_maltaromaticum	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium maltaromaticum
784	g__Paraprevotella	Genus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	NA
785	s__Marinobacter_hydrocarbonoclasticus	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter hydrocarbonoclasticus
786	s__Bordetella_pertussis	Species	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella pertussis
787	s__Bacillus_amyloliquefaciens	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens
788	g__Eggerthella	Genus	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella	NA
789	s__Eubacterium_yurii	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcaceae_noname	Eubacterium yurii
790	s__Neisseria_polysaccharea	Species	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria polysaccharea
791	s__Clostridium_methylpentosum	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium methylpentosum
792	f__Clostridiales_noname	Family	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_noname	NA	NA
793	s__Enterococcus_hirae	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus hirae
794	s__Klebsiella_sp_OBRC7	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella sp OBRC7
795	s__Enterobacter_sp_MGH_34	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter sp MGH 34
796	s__Enterobacter_mori	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter mori
797	s__Clostridium_cellulovorans	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium cellulovorans
798	s__Streptococcus_ictaluri	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus ictaluri
799	s__Erwinia_tracheiphila	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	Erwinia tracheiphila
800	s__Dolosigranulum_pigrum	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum	Dolosigranulum pigrum
801	g__Eubacteriaceae_noname	Genus	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacteriaceae_noname	NA
802	g__Alkaliphilus	Genus	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus	NA
803	s__Lactobacillus_rossiae	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus rossiae
804	f__Xanthomonadaceae	Family	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA	NA
805	s__Desulfovibrio_desulfuricans	Species	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio desulfuricans
806	f__Helicobacteraceae	Family	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	NA	NA
807	s__Raoultella_ornithinolytica	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella	Raoultella ornithinolytica
808	s__Citrobacter_sp_KTE30	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Citrobacter sp KTE30
809	s__Enterobacter_asburiae	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae
810	g__Lachnoanaerobaculum	Genus	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	NA
811	s__Fusobacterium_necrophorum	Species	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum
812	s__Porphyromonas_uenonis	Species	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas uenonis
813	s__Bavariicoccus_seileri	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Bavariicoccus	Bavariicoccus seileri
814	s__Bacteroides_sp_2_1_22	Species	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp 2 1 22
815	s__Citrobacter_koseri	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Citrobacter koseri
816	s__Selenomonas_sp_oral_taxon_149	Species	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	Selenomonas sp oral taxon 149
817	f__Fusobacteriaceae	Family	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	NA	NA
818	s__Desulfovibrio_sp_3_1_syn3	Species	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio sp 3 1 syn3
819	o__Enterobacteriales	Order	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	NA	NA	NA
820	s__Anaeromusa_acidaminophila	Species	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Anaeromusa	Anaeromusa acidaminophila
821	s__Halomonas_titanicae	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas titanicae
822	s__Selenomonas_flueggei	Species	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	Selenomonas flueggei
823	s__Corynebacterium_pyruviciproducens	Species	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium pyruviciproducens
824	s__Lactobacillus_pobuzihii	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus pobuzihii
825	f__Desulfovibrionaceae	Family	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	NA
826	s__Lachnospiraceae_bacterium_ICM7	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_noname	Lachnospiraceae bacterium ICM7
827	s__Allobaculum_stercoricanis	Species	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	Allobaculum stercoricanis
828	s__Staphylococcus_epidermidis	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis
829	s__Anoxybacillus_sp_SK3_4	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus sp SK3 4
830	s__Neisseria_sp_oral_taxon_020	Species	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria sp oral taxon 020
831	s__Fusobacterium_varium	Species	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium varium
832	f__Enterococcaceae	Family	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	NA	NA
833	s__Clostridium_sporosphaeroides	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sporosphaeroides
834	s__Eubacterium_cellulosolvens	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium cellulosolvens
835	s__Streptococcus_marimammalium	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus marimammalium
836	g__Caldalkalibacillus	Genus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldalkalibacillus	NA
837	s__Tetrasphaera_elongata	Species	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Tetrasphaera	Tetrasphaera elongata
838	s__Hafnia_alvei	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Hafnia	Hafnia alvei
839	g__Coriobacteriaceae_noname	Genus	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Coriobacteriaceae_noname	NA
840	s__Clostridium_sp_JC122	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp JC122
841	s__Alkaliphilus_oremlandii	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus	Alkaliphilus oremlandii
842	s__Clostridium_sp_Maddingley_MBC34_26	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp Maddingley MBC34 26
843	s__Bacteroides_helcogenes	Species	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides helcogenes
844	s__Treponema_succinifaciens	Species	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema succinifaciens
845	s__Desulfobulbus_sp_oral_taxon_041	Species	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	Desulfobulbus sp oral taxon 041
846	s__Mitsuokella_sp_oral_taxon_131	Species	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Mitsuokella	Mitsuokella sp oral taxon 131
847	s__Desulfitobacterium_hafniense	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium hafniense
848	s__Acidaminococcus_sp_HPA0509	Species	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus sp HPA0509
849	s__Eubacterium_infirmum	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_Family_XIII_Incertae_Sedis_noname	Eubacterium infirmum
850	s__Streptococcus_urinalis	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus urinalis
851	s__Pantoea_agglomerans	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
852	s__Prevotella_saccharolytica	Species	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella saccharolytica
853	f__Clostridiales_Family_XI_Incertae_Sedis	Family	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	NA	NA
854	g__Acidovorax	Genus	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	NA
855	s__Yersinia_ruckeri	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia ruckeri
856	o__Synergistales	Order	Bacteria	Synergistetes	Synergistia	Synergistales	NA	NA	NA
857	s__Pectobacterium_carotovorum	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pectobacterium	Pectobacterium carotovorum
858	f__Spirochaetaceae	Family	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
859	s__Prevotella_denticola	Species	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella denticola
860	s__Eubacterium_sp_AS15	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp AS15
861	s__Lachnospiraceae_bacterium_8_1_57FAA	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_noname	Lachnospiraceae bacterium 8 1 57FAA
862	f__Succinivibrionaceae	Family	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	NA	NA
863	s__Campylobacter_sp_03_427	Species	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter sp 03 427
864	g__Butyrivibrio	Genus	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	NA
865	s__Streptococcus_tigurinus	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus tigurinus
866	s__Streptococcus_caballi	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus caballi
867	s__Prevotella_oris	Species	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oris
868	s__Clostridiaceae_bacterium_JC118	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_noname	Clostridiaceae bacterium JC118
869	s__Dickeya_paradisiaca	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Dickeya	Dickeya paradisiaca
870	s__Metascardovia_criceti	Species	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Metascardovia	Metascardovia criceti
871	s__Oscillibacter_valericigenes	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter valericigenes
872	s__Lachnobacterium_bovis	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium	Lachnobacterium bovis
873	g__Peptostreptococcus	Genus	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	NA
874	s__Sordaria_macrospora	Species	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Sordaria	Sordaria macrospora
875	s__Brachyspira_murdochii	Species	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Brachyspiraceae	Brachyspira	Brachyspira murdochii
876	s__Clostridium_innocuum	Species	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_noname	Clostridium innocuum
877	f__Peptococcaceae	Family	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	NA	NA
878	s__Rheinheimera_nanhaiensis	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	Rheinheimera nanhaiensis
879	s__Porphyromonas_cansulci	Species	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas cansulci
880	f__Listeriaceae	Family	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	NA	NA
881	s__Streptococcus_oligofermentans	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus oligofermentans
882	g__Treponema	Genus	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	NA
883	s__Desulfovibrio_vulgaris	Species	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio vulgaris
884	s__Ethanoligenens_harbinense	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ethanoligenens	Ethanoligenens harbinense
885	s__Eubacteriaceae_bacterium_CM2	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacteriaceae_noname	Eubacteriaceae bacterium CM2
886	s__Azospirillum_lipoferum	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum lipoferum
887	s__Mannheimia_haemolytica	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia haemolytica
888	s__Neisseria_macacae	Species	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria macacae
889	s__Lactobacillus_sp_7_1_47FAA	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp 7 1 47FAA
890	g__Turicibacter	Genus	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	NA
891	s__Coprobacillus_sp_D6	Species	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus sp D6
892	s__Finegoldia_magna	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Finegoldia	Finegoldia magna
893	s__Mogibacterium_sp_CM50	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Mogibacterium	Mogibacterium sp CM50
894	s__Tannerella_forsythia	Species	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella	Tannerella forsythia
895	s__Kocuria_rhizophila	Species	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Kocuria	Kocuria rhizophila
896	g__Cardiobacterium	Genus	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	NA
897	s__Pasteurella_bettyae	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella bettyae
898	s__Cronobacter_dublinensis	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Cronobacter	Cronobacter dublinensis
899	s__Sphingomonas_melonis	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas melonis
900	s__Sphingomonas_sp_S17	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp S17
